43132,Christopher Kruegel,University of California - Santa Barbara,2008,Full,Security & Privacy,,Vienna University of Technology - Austria,Vienna University of Technology - Austria,University of California - Santa Barbara - USA,http://www.cs.ucsb.edu/~chris/,http://www.cs.ucsb.edu/~chris/doc/kruegel-vita.pdf,,
87620,Rajeev Alur,University of Pennsylvania,2003,Full,Computer Education,Indian Institute of Technology - Kanpur - India,,Stanford University - USA,,http://www.cis.upenn.edu/~alur/cv.pdf,,,
62128,Paul Dourish,University of California - Irvine,2000,Full,Human-Computer Interaction,University of Edinburgh - United Kingdom,,University College London - United Kingdom,,http://www.ics.uci.edu/~jpd/index-old.shtml,,,
8858,Viktor Gruev,Washington University - St. Louis,2008,Assistant,Software Engineering,Southern Illinois University - USA,Johns Hopkins University - USA,Johns Hopkins University - USA,,http://cse.wustl.edu/people/Pages/faculty-bio.aspx?faculty=23,,,
29913,Ronitt Rubinfeld,Massachusetts Institute of Technology,1998,Associate,Algorithms & Theory,University of Michigan - USA,,University of California - Berkeley - USA,,http://www.csail.mit.edu/user/896,http://webcache.googleusercontent.com/search?q=cache:rmsVKZU1ULQJ:people.csail.mit.edu/ronitt/cv.ps+&cd=1&hl=en&ct=clnk&gl=in,,
78101,Laurent Itti,University of Southern California,2002,Full,Bioinformatics & Computational Biology,,Stanford University - USA,California Institute of Technology - USA,Harbor-UCLA Medical Center - USA,http://ilab.usc.edu/itti/,,,
30603,Phil Resnik,University of Maryland - College Park,,Full,Natural Language & Speech,,,University of Pennsylvania - USA,,http://www.cs.umd.edu/people/resnik,,,
115077,T. N. Vijaykumar,Purdue University,2003,Full,Hardware & Architecture,Birla Institute of Technology and Science - Pilani - India,Birla Institute of Technology and Science - Pilani - India,University of Wisconsin - Madison - USA,,https://www.cs.purdue.edu/people/faculty/vijay/,,,
124859,Martin Rinard,Massachusetts Institute of Technology,2000,Full,Programming Languages,Brown University - USA,,Stanford University - USA,,http://people.csail.mit.edu/rinard/cv.pdf,http://www.csail.mit.edu/user/724,,
157456,Fei Sha,University of Southern California,2008,Associate,Machine Learning & Pattern Recognition,Southeast University - Nanjing - China,Southeast University - Nanjing - China,University of Pennsylvania - USA,University of California - Berkeley - USA,www-bcf.usc.edu/~feisha/?,,,
124203,Carlos Scheidegger,University of Arizona,2004,Assistant,Graphics,Universidade Federal do Rio Grande do Sul - Brazil,,University of Utah - USA,,http://cscheid.net/,,,
40338,David Redmiles,University of California - Irvine,1994,Full,Human-Computer Interaction,American University - USA,American University - USA,University of Colorado Boulder - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dfredmil,,,
34056,Elisa Bertino,Purdue University,2004,Full,Security & Privacy,,,University of Pisa - Italy,,https://www.cs.purdue.edu/people/faculty/bertino/,,,
57478,Amy Ogan,Carnegie Mellon University,2014,Assistant,Computer Education,Carnegie Mellon University - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,http://amyogan.com/,,,
156408,David Blei,Princeton University,2006,Associate,Machine Learning & Pattern Recognition,Brown University - USA,,University of California - Berkeley - USA,,http://www.cs.princeton.edu/~blei/,,,
13863,Malik Magdon-Ismail,Rensselaer Polytechnic Institute,,Full,Machine Learning & Pattern Recognition,Yale University - USA,California Institute of Technology - USA,California Institute of Technology - USA,,http://www.cs.rpi.edu/~magdon/,,,
125102,Ketan Mulmuley,University of Chicago,2012,Full,Scientific Computing,,,Carnegie Mellon University - USA,,http://www.cs.uchicago.edu/people/mulmuley,,,
143963,John Carlis,University of Minnesota - Twin Cities,,Full,Bioinformatics & Computational Biology,,,Dartmouth College - USA,,http://www-users.cs.umn.edu/~carlis/,,,
87720,Ronald Rivest,Massachusetts Institute of Technology,1974,Full,Security & Privacy,Yale University - USA,,Stanford University - USA,INRIA - Rocquencourt - France,http://www.csail.mit.edu/user/1294,http://people.csail.mit.edu/rivest/,,
50190,Mary Jane Irwin,Pennsylvania State University,1977,Full,Hardware & Architecture,Memphis State University - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,http://www.cse.psu.edu/~mji,http://www.cse.psu.edu/people/mji,,
102,Swastik Kopparty,Rutgers - State University of New Jersey - New Brunswick,2012,Full,Algorithms & Theory,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Princeton University - USA,http://www.math.rutgers.edu/~ss1984/,,,
117171,Holly Rushmeier,Yale University,2004,Full,Graphics,Cornell University - USA,Cornell University - USA,Cornell University - USA,,http://www.cs.yale.edu/people/rushmeier.html,,,
17134,Gail E. Kaiser,Columbia University,1985,Full,Software Engineering,Massachusetts Institute of Technology - USA,,Carnegie Mellon University - USA,,http://www.cs.columbia.edu/~kaiser/vita.html,,,
31223,Alexander Vardy,University of California - San Diego,1998,Full,Hardware & Architecture,,,Tel Aviv University - Israel,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=76,,,
95228,Mohamed G. Gouda,University of Texas - Austin,1980,Full,Programming Languages,Cairo University - Cairo - Egypt,York University - Canada,University of Waterloo - Ontario - Canada,,http://www.cs.utexas.edu/~gouda/,,,
128592,Sofya Raskhodnikova,Pennsylvania State University,2007,Associate,Algorithms & Theory,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cse.psu.edu/~sofya/cv.pdf,http://www.cse.psu.edu/~sofya,,
101364,Christos Faloutsos,Carnegie Mellon University,1998,Full,Data Mining,National Technical University of Athens - Greece,University of Toronto - Canada,University of Toronto - Canada,,http://www.cs.cmu.edu/~christos/webvitae.pdf,,,
102522,Nagiza Samatova,North Carolina State University,2007,Full,Programming Languages,Tashkent State University of Economics - Uzbekistan,University of Tennessee - USA,Russian Academy of Sciences - Russia,,http://www.csc.ncsu.edu/faculty/samatova/cv.pdf,,,
152828,Rodrigo Fonseca,Brown University,2009,Assistant,Networks & Communications,Universidade Federal de Minas Gerais - Brazil,Universidade Federal de Minas Gerais - Brazil,University of California - Berkeley - USA,Yahoo Research - USA,https://research.brown.edu/pdf/1270227184.pdf?nocache=991428578,,,
143557,Silvio Savarese,Stanford University,2013,Assistant,Computer Vision,,,California Institute of Technology - USA,,http://cvgl.stanford.edu/silvio/,,,
106884,Kevin Bowyer,University of Notre Dame - USA,1984,Full,Machine Learning & Pattern Recognition,,,Duke University - USA,,http://cse.nd.edu/people/faculty,https://www.linkedin.com/pub/kevin-w-bowyer/1/271/a14,,
76285,Richard Lathrop,University of California - Irvine,1995,Full,Artificial Intelligence,Reed College - USA,,Massachusetts Institute of Technology - USA,,https://www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=rickl,,,
39496,David Wetherall,University of Washington,1999,Full,Networks & Communications,University of Western Australia - Australia,,Massachusetts Institute of Technology - USA,,http://djw.cs.washington.edu/djw-cv.pdf,,,
152604,Song Chun Zhu,University of California - Los Angeles,2002,Full,Computer Vision,University of Science and Technology of China - China,Harvard University - USA,Harvard University - USA,Brown University - USA,http://www.stat.ucla.edu/~sczhu/bio.html,http://directory.stat.ucla.edu/song-chun-zhu,,
113258,Grigore Rosu,University of Illinois at Urbana-Champaign,2002,Associate,Programming Languages,University of Bucharest - Romania,University of Bucharest - Romania,University of California - San Diego - USA,,"http://fsl.cs.illinois.edu/index.php/Grigore_Rosu_-_Biography,_Curriculum_Vitae,_and_Research",,,
52838,Marti Hearst,University of California - Berkeley,1997,Full,Human-Computer Interaction,University of California - Berkeley - USA,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://people.ischool.berkeley.edu/~hearst/,http://people.ischool.berkeley.edu/~hearst/vitae.pdf,,
77087,Kostas Bekris,Rutgers - State University of New Jersey - New Brunswick,2012,Assistant,Artificial Intelligence,University of Crete - Greece,Rice University - USA,Rice University - USA,,http://www.pracsyslab.org/bekris,,,
155185,Francine Berman,Rensselaer Polytechnic Institute,2009,Full,Scientific Computing,University of California - Los Angeles - USA,University of Washington - USA,University of Washington - USA,,http://www.cs.rpi.edu/~bermaf/,http://en.wikipedia.org/wiki/Francine_Berman,,
122768,Raquel Urtasun,University of Chicago,2014,Assistant,Computer Vision,Public University of Navarra - Spain,Public University of Navarra - Spain,École Polytechnique Fédérale de Lausanne - Switzerland,,http://www.cs.uchicago.edu/people/rurtasun,,,
82016,Sandhya Dwarkadas,University of Rochester,1999,Full,Distributed & Parallel Computing,Indian Institute of Technology - Bombay - India,Rice University - USA,Rice University - USA,,https://www.cs.rochester.edu/~sandhya/,,,
82010,Mikhail Atallah,Purdue University,1982,Full,Security & Privacy,American University - Beirut - Lebanon,Johns Hopkins University - USA,Johns Hopkins University - USA,,https://www.cs.purdue.edu/people/faculty/mja/,,,
64225,Maya Cakmak,University of Washington,2013,Assistant,Artificial Intelligence,Middle East Technical University - Ankara - Turkey,Middle East Technical University - Ankara - Turkey,Georgia Institute of Technology - USA,Willow Garage Inc. - USA,http://www.mayacakmak.com/home,,,
149615,Janyce Wiebe,University of Pittsburgh,2002,Full,Artificial Intelligence,,,,,http://people.cs.pitt.edu/~wiebe/,,,
132645,Shachar Lovett,University of California - San Diego,2012,Assistant,Algorithms & Theory,,Hebrew University of Jerusalem - Israel,Weizmann Institute of Science - Israel,Princeton University - USA,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=350,,,
82393,Augustin Chaintreau,Columbia University,2010,Assistant,Networks & Communications,École Normale Supérieure - France,Universite Pierre et Marie Curie - France,École Normale Supérieure - France,,http://www.cs.columbia.edu/~augustin/,,,
103227,Manolis Kellis,Massachusetts Institute of Technology,2004,Associate,Bioinformatics & Computational Biology,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Broad Institute of MIT & Harvard University - USA - USA,http://web.mit.edu/manoli/www/resume.pdf,,,
120823,Alex Orailoglu,University of California - San Diego,1987,Full,Hardware & Architecture,Harvard University - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.jacobsschool.ucsd.edu/faculty/faculty_bios/findprofile.sfe?department=cse&fmp_recid=116,,,
32879,Shree K. Nayar,Columbia University,1991,Full,Computer Vision,Birla Institute of Technology and Science - Ranchi - India,North Carolina State University - USA,Carnegie Mellon University - USA,,http://www.cs.columbia.edu/~nayar/cv.html,,,
22974,Facundo Memoli,Ohio State University,2014,Assistant,Algorithms & Theory,,University of Republic - Uruguay,University of Minnesota - Twin Cities - USA,Stanford University - USA,http://math.stanford.edu/~memoli/,,,
157072,Rada Y. Chirkova,North Carolina State University,,Associate,Algorithms & Theory,,,Stanford University - USA,,http://dbgroup.ncsu.edu/?page_id=29,,,
59769,Mihir Bellare,University of California - San Diego,1995,Full,Security & Privacy,California Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://cseweb.ucsd.edu/users/mihir/,,,
85501,Victor Shoup,New York University,2002,Full,Algorithms & Theory,University of Wisconsin - Eau Claire - USA,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,,http://www.shoup.net/resume.pdf,,,
127639,Thomas Vidick,California Institute of Technology,2014,Assistant,Scientific Computing,École Normale Supérieure - France,University of Paris VII: Denis Diderot - France,University of California - Berkeley - USA,Massachusetts Institute of Technology - USA,http://people.csail.mit.edu/vidick/,,,
42127,Emma Brunskill,Carnegie Mellon University,2011,Assistant,Artificial Intelligence,,,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,http://www.cs.cmu.edu/~ebrun/,,,
123402,Alan V Sahakian,Northwestern University,1984,Full,Algorithms & Theory,University of Wisconsin - Parkside - USA,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,,http://users.eecs.northwestern.edu/~sahakian/vita/vitapub.pdf,,,
152218,Nelson Max,University of California - Davis,1977,Full,Graphics,,,Harvard University - USA,,http://www.cs.ucdavis.edu/people/faculty/max.html,,,
127067,Carlos Guestrin,University of Washington,2012,Full,Machine Learning & Pattern Recognition,University of São Paulo - Brazil,Stanford University - USA,Stanford University - USA,,http://www.cs.washington.edu/people/faculty/guestrin,,,
155756,Yann LeCun,New York University,2003,Full,Machine Learning & Pattern Recognition,École Supérieure d'Ingénieurs en Électronique et Électrotechnique - France,Universite Pierre et Marie Curie - France,Universite Pierre et Marie Curie - France,University of Toronto - Canada,http://yann.lecun.com/,,,
116512,Santosh Vempala,Georgia Institute of Technology,2003,Associate,Algorithms & Theory,Indian Institute of Science - Bangalore - India,,Carnegie Mellon University - USA,,http://www.cc.gatech.edu/~vempala/cv2013.pdf,http://www.cc.gatech.edu/~vempala/,,
130687,Yousef Saad,University of Minnesota - Twin Cities,,Full,Algorithms & Theory,University of Algiers - Algeria,,University of Grenoble - France,,http://www-users.cs.umn.edu/~saad/,http://www-users.cs.umn.edu/~saad/RES.pdf,,
149966,Gill Bejerano,Stanford University,2007,Associate,Bioinformatics & Computational Biology,Hebrew University of Jerusalem - Israel,Hebrew University of Jerusalem - Israel,Hebrew University of Jerusalem - Israel,University of California - Santa Cruz - USA,http://bejerano.stanford.edu/Bejerano.cv.pdf,,,
15419,Mor Harchol-Balter,Carnegie Mellon University,1999,Associate,Scientific Computing,Brandeis University - USA,,University of California - Berkeley - USA,,http://www.cs.cmu.edu/~harchol/cv.pdf,,,
145253,Matthias Stallmann,North Carolina State University,,Full,Scientific Computing,,,University of Colorado Boulder - USA,,http://www.researchgate.net/profile/Matthias_Stallmann/,,,
32587,Leslie Valiant,Harvard University,1982,Associate,Algorithms & Theory,University of Cambridge - United Kingdom,Imperial College - United Kingdom,University of Warwick - United Kingdom,,http://www.seas.harvard.edu/directory/valiant,,,
98916,Bertram Ludaescher,University of California - Davis,2004,Full,Databases,,Karlsruhe Institute of Technology - Germany,Albert Ludwigs University of Freiburg - Germany,,http://daks.ucdavis.edu/~ludaesch/,http://www.cs.ucdavis.edu/people/faculty/ludaescher.html,,
99428,Rada Mihalcea,University of Michigan,2013,Associate,Artificial Intelligence,,,University of Oxford - United Kingdom,,http://www.cse.unt.edu/~rada/,,,
83908,Yechiam Yemini,Columbia University,,Full,Bioinformatics & Computational Biology,Hebrew University of Jerusalem - Israel,University of California - Los Angeles - USA,University of California - Los Angeles - USA,,http://www.cs.columbia.edu/~yemini/,,,
150189,Patrick Cousot,New York University,,Full,Software Engineering,,,Université Joseph Fourier - France,,http://cs.nyu.edu/~pcousot/,,,
22888,Milos Prvulovic,University of Minnesota - Twin Cities,2003,Associate,Hardware & Architecture,University of Belgrade - Serbia,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.linkedin.com/profile/view?id=37023114&authType=NAME_SEARCH&authToken=wCDM&locale=en_US&srchid=1757051251392064241005&srchindex=1&srchtotal=3&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A1757051251392064241005%2CVSRPtargetId%3A37023114%2CVSRPcmpt%3Aprimary,,,
148630,J. Strother Moore,University of Texas - Austin,1997,Full,Scientific Computing,Massachusetts Institute of Technology - USA,,University of Edinburgh - United Kingdom,,http://www.cs.utexas.edu/~moore/,,,
87664,Thomas F. Wenisch,University of Michigan,2007,Assistant,Hardware & Architecture,,,Carnegie Mellon University - USA,,http://web.eecs.umich.edu/~twenisch/,,,
5812,Rajeev Balasubramonian,University of Utah,2004,Associate,Hardware & Architecture,Indian Institute of Technology - Bombay - India,University of Rochester - USA,University of Rochester - USA,,http://www.cs.utah.edu/~rajeev/resume.html,,,
137017,Jodi Forlizzi,Carnegie Mellon University,2000,Associate,Human-Computer Interaction,Philadelphia College of Art - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://goodgestreet.com/docs/Forlizzi13vitae.pdf,,,
92829,Brian Kulis,Ohio State University,2012,Assistant,Machine Learning & Pattern Recognition,Cornell University - USA,,University of Texas - Austin - USA,University of California - Berkeley - USA,http://www.cse.ohio-state.edu/~kulis/cv.pdf,,,
60940,David Dobkin,Princeton University,1981,Full,Graphics,Massachusetts Institute of Technology - USA,Harvard University - USA,Harvard University - USA,,http://www.princeton.edu/dof/about_us/,,,
